id,url,description,title,overview,items,amenities
id,url,description,title,overview,items,amenities
1731232834308026917,https://fr.airbnb.com/rooms/1731232834308026917,"Bienvenue dans votre oasis élégante au cœur de Maarif ! Ce studio moderne offre la combinaison parfaite de confort et de commodité. Entièrement équipée avec une connexion Wi-Fi haut débit, la climatisation et un lit confortable, elle est idéale pour les voyageurs en solo, les couples ou les voyages d'affaires. Située dans le quartier le plus branché de Casablanca, vous êtes à quelques pas des meilleurs cafés, restaurants et magasins haut de gamme. Détendez-vous dans un espace paisible avec la ville juste devant votre porte ! Pinokyou House **-**",studio chic et moderne ,"Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser']}, {'Divertissement': ['Télévision', 'Système audio avec Bluetooth et sorties auxiliaires']}, {'Famille': ['Vaisselle pour enfants', 'Grilles de fenêtre']}, {'Chauffage et climatisation': ['Climatisation', 'Ventilateur au plafond', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place', 'Détecteur de fumée', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière électrique Other en acier inoxydable', 'Four double en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: cafetière filtre, machine à expresso, Nespresso', 'Verres à vin', 'Grille-pain', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Petit-déjeuner', 'Arrivée autonome', 'Serrure connectée', 'Service de ménage disponible de 12:00 à 14:00']}]"
id,url,title,description,overview,items,amenities
1665512767336002789,https://fr.airbnb.com/rooms/1665512767336002789,Chic & Cosy | Ps4 • Fibre • Self Check-In-Netflix,"Profitez de notre studio moderne, confortable et luxueux, idéal pour les couples 💑, les amis 👭 ou les voyageurs en déplacement professionnel.<br /><br />🌟 Emplacement Idéal :<br />Studio romantique au cœur de Bourgogne Casablanca, proche des Mosquée Hassan 2 ,Marina , Saqala , Marjane…<br /><br />🛋 Espace Confortable :<br />Salon lumineux avec patio, cuisine américaine équipée, chambre avec Belle terrasse.<br /><br />❤️ Parfait pour les Couples :<br />Séjour intime et cosy , Wi-Fi rapide et climatisation, idéal pour moments 💕","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Coffre-fort', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', 'Console de jeu\xa0: PS4']}, {'Famille': ['Vaisselle pour enfants']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Compacteur de déchets', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Parking et installations': ['Stationnement gratuit dans la rue']}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
1641515475103946321,https://fr.airbnb.com/rooms/1641515475103946321,Studio 1 chambre Gautier | Arrivée autonome • Wi-Fi • Netflix,"Studio Moderne – Maarif / Gautier – Emplacement Idéal 📍<br />📍 Centre de Casablanca – Maarif Gautier<br />🚶‍♂️ 2 min à pied de Twin Center<br /> 🏙️ Proche du Consulate of the United States in Casablanca et du Consulate of Italy in Casablanca<br />• 🛍️ Restaurants, cafés, spa et Marjane à proximité<br />✨ Studio bien équipé :<br />• Salon avec TV 📺<br />• Cuisine américaine + table 🍽️<br />• Canapé confortable<br />• Chambre cosy 🛏️<br />• Salle de bain moderne 🚿<br />✔️ Idéal pour séjour, business ou couple👩🏻‍❤️‍👨🏻 au cœur de Casablanca","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Vaisselle pour enfants', 'Caches-prises', 'Protections sur les coins de tables']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz Other', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Blender', 'Compacteur de déchets', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Parking et installations': ['Stationnement gratuit dans la rue']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
1640235782155119010,https://fr.airbnb.com/rooms/1640235782155119010,Chambre privée confortable au cœur de Maarif,"Profitez d’une chambre privée confortable dans un studio élégant situé au cœur de Maarif, le quartier le plus animé de Casablanca. Entouré de cafés, de restaurants, de magasins et de lieux de vie nocturne. À distance de marche de la gare routière, des taxis et des principales attractions. Parfait pour les voyageurs en solo à la recherche de confort, de commodité et d’une expérience authentique de la ville.<br /><br />A noter :<br />Il s'agit d'une chambre privée dans un studio partagé pour 1 personne <br /><br />(pas pour les couples)","Chambre · Casablanca, Maroc","['1 lit', 'Salle de bain partagée']","[{'Divertissement': ['Télévision']}, {'Sécurité à la maison': ['Détecteur de fumée']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Tout le nécessaire pour cuisiner']}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Vie privée et sécurité': []}]"
id,url,description,title,overview,items,amenities
1736426724499557741,https://fr.airbnb.com/rooms/1736426724499557741,"Welcome to Goodmove Apart Hotel, where the comfort of home meets the services of a hotel.<br /><br />This beautifully designed 1-bedroom apartment comfortably accommodates up to 4 guests. It features a cozy bedroom with a queen-size bed and a bright living room with a comfortable sofa bed, making it ideal for couples, families, friends, or business travelers.<br /><br />Enjoy a fully equipped kitchen, a modern bathroom, and a private balcony the perfect spot to unwind after a day in the city.",Escapade moderne de 1 chambre avec balcon à Maarif,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière Other', 'Four', 'Verres à vin', 'Compacteur de déchets']}, {'Services': ['Animaux acceptés']}]"
id,url,title,description,overview,items,amenities
1634090987442914605,https://fr.airbnb.com/rooms/1634090987442914605,New Lux 3BR • Billard • Ps4 •Terrase | Autonome,"🌟 Appartement Haut Standing – Résidence Meliber<br /><br />📍 À deux pas de la Mosquée Hassan II<br />🛏️ 3 chambres + 🎮 chambre gaming<br />🛋️ Salon lumineux avec terrasse & vue Casablanca<br />🍽️ Cuisine séparée bien équipée<br />🪑 Table à manger 4 personnes<br />💻 Espace travail<br />🎱 Table billard<br />📺 Smart TV 65”<br />📶 Wi-Fi rapide<br />🔐 Entrée d’appart  – serrure intelligente<br /><br />✨ Idéal famille, amis & business","Logement entier : appartement - Casablanca, Maroc","['7 voyageurs', '3 chambres', '4 lits', '2\xa0salles de bain']","[{'Salle de bain': ['Baignoire', 'Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', 'Console de jeu', 'Billard', 'Livres et de quoi lire']}, {'Famille': ['Livres et jouets pour enfants', 'Vaisselle pour enfants', 'Caches-prises']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Lave-vaisselle', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Blender', 'Compacteur de déchets', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Extérieur': ['Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
4709336,https://fr.airbnb.com/rooms/4709336,Duplex Art Déco au cœur de Casablanca,"Bienvenue au Duplex Bogart, un élégant appartement Art déco situé au cœur vibrant de Casablanca, à seulement quelques pas du Marché Central et du mythique Cinéma Rialto.<br /><br />Ici, vous séjournerez au sein d’un quartier vivant et animé, où se mêlent marchés colorés, cafés historiques, façades Art déco et énergie citadine.<br /><br />Un lieu rare, pensé pour les voyageurs qui souhaitent découvrir Casablanca à pied et en toute authenticité, sans renoncer au confort et à l’élégance.","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '2 chambres', '2 lits', '1,5\xa0salles de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Eau chaude']}, {'Chambre et linge': ['Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision', 'Tourne disque', 'Livres et de quoi lire']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur Whirlpool', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Mini réfrigérateur', 'Congélateur', 'Cuisinière à induction Other en acier inoxydable', 'Bouilloire électrique', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Laverie automatique à proximité']}, {'Extérieur': ['Barbecue']}, {'Parking et installations': ['Allée de stationnement gratuite sur place', 'Stationnement gratuit dans la rue', 'Stationnement payant sur place']}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,description,title,overview,items,amenities
1586884902332728970,https://fr.airbnb.com/rooms/1586884902332728970,"Appartement Vue sur Mer – Corniche & Centre-Ville de Mohammedia<br />Situé au cœur de Mohammedia, cette résidence moderne offre un cadre de vie unique où la mer et l’effervescence du centre-ville se rencontrent. Mohammedia,charmante ville balnéaire entre Casablanca et Rabat, est appréciée pour sa tranquillité, ses plages et son accès facile aux grandes métropoles voisines. Emplacement privilégié<br />L’appartement se trouve en bord de mer, le long de la Corniche  une promenade côtière animée face a la mer",Appartement Vue sur Mer – Corniche & Centre-Ville,"Logement entier : appartement - Mohammédia, Maroc","['4 voyageurs', '1 chambre', '3 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Bidet', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Linge de lit']}, {'Divertissement': ['Télévision']}, {'Famille': ['Grilles de fenêtre']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière Other', 'Four', 'Plaques de cuisson', 'Table à manger']}, {""Caractéristiques de l'emplacement"": [""Au bord de l'eau"", 'Accès à la plage']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Piscine', 'Ascenseur']}, {'Services': ['Séjours longue durée autorisés']}]"
id,url,title,description,overview,items,amenities
1734746677519391517,https://fr.airbnb.com/rooms/1734746677519391517,Séjour de luxe Emir Living • Parking privé • Centre-ville,"👑 Emir Living |  Élégant Studio • Centre-ville • Parking Privé<br /><br />Découvrez un studio moderne, élégant et soigneusement aménagé au cœur de Casablanca. <br />Situé dans une résidence récente, calme et sécurisée à Belvédère, il offre un accès rapide au tramway, à Casa Voyageurs, à Casa Port, aux quartiers d’affaires, restaurants et commerces. <br />Un espace raffiné, pensé pour vous offrir confort, sérénité et une expérience inoubliable.","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision', 'Livres et de quoi lire', 'Jeux géants']}, {'Famille': ['Lit pour bébé', ""Livres et jouets pour enfants  (Jusqu'à 2\xa0ans)"", 'Chaise haute', 'Jeux de société']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Compacteur de déchets', 'Table à manger', 'Café']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur', 'Résidence protégée']}]"
id,url,description,title,overview,items,amenities
1439889231229581964,https://fr.airbnb.com/rooms/1439889231229581964,"Découvrez l'élégance discrète de cet appartement de 2 chambres de GoodMove, idéalement situé dans le quartier de Bourgogne. Avec ses lignes épurées, sa lumière naturelle douce et son atmosphère sereine, c'est l'espace idéal pour les familles ou les voyageurs d'affaires qui apprécient à la fois le style et la simplicité.<br /><br />✔ 2 chambres avec lits Queen Size<br />✔ Climatisation dans toutes les pièces<br />✔ Télévision connectée + Wi-Fi haut débit<br />✔ Ascenseur dans le bâtiment<br /><br />• Arrivée : à partir de 15h<br />• Départ : avant 12h<br />• Occupation maximale : 4 personnes",GoodMove | 2 chambres paisibles • Bourgogne Vivre avec style,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '2 chambres', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Moustiquaire', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Famille': ['Lit pour bébé', 'Chaise haute']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière', 'Blender', 'Compacteur de déchets', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Séjours longue durée autorisés', 'Arrivée autonome', ""Personnel de l'immeuble"", 'Ménage disponible pendant le séjour']}]"
id,url,title,description,overview,items,amenities
1475285349086133899,https://fr.airbnb.com/rooms/1475285349086133899,Cocon Sahara bohème marocain centre ville maarif,"Charmant studio au style marocain et terracotta, en plein centre du Maarif. Confortable, bien équipé et proche de toutes commodités, idéal pour découvrir la ville à pied.","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '4 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing l’oreal', 'Après-shampoing l’oreal', 'Savon pour le corps marseillais', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière électrique Other', 'Bouilloire électrique', 'Cafetière\xa0: machine à expresso', 'Verres à vin', 'Grille-pain', 'Table à manger']}, {'Parking et installations': ['Ascenseur', 'Stationnement payant dans la rue']}, {'Services': ['Logement fumeur']}]"
id,url,title,description,overview,items,amenities
1716281442119673048,https://fr.airbnb.com/rooms/1716281442119673048,"Rooftop jacuzzi privé sans vis à vis, 2min la mer.","Découvrez un appartement haut de gamme avec un superbe rooftop privé conçu pour des moments de détente inoubliables. Profitez d’un jacuzzi privatif, d’une pergola bioclimatique, d’un élégant espace repas avec table en marbre et d’une terrasse , gazon et plantes pour une ambiance à la fois luxueuse et apaisante. Idéal pour bronzer, partager un repas en plein air ou se relaxer dans le jacuzzi sous les étoiles, ce logement allie confort, design et intimité pour un séjour d’exception.<br />.","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Fer à repasser']}, {'Divertissement': ['Télévision']}, {'Famille': ['Chaise haute']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Four à micro-ondes', 'Four', 'Bouilloire électrique', 'Blender', 'Café']}, {'Extérieur': ['Arrière-cour privée', 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Jacuzzi', 'Ascenseur']}, {'Services': ['Arrivée autonome', 'Serrure connectée']}]"
id,url,description,title,overview,items,amenities
1574703836351497268,https://fr.airbnb.com/rooms/1574703836351497268,"Studio premium situé à La Perle de Nouaceur, dans une résidence calme et sécurisée avec piscine, à quelques minutes de l’aéroport Mohammed V (CMN). Le logement est moderne, lumineux et entièrement équipé : espace nuit confortable, kitchenette fonctionnelle, salle de bain soignée, Wi-Fi et climatisation. Idéal pour voyageurs d’affaires, couples ou transit recherchant confort, tranquillité et proximité de l’aéroport.",Studio premium près de l’aéroport CMN,"Logement entier : appartement - Nouaceur, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Cintres', 'Linge de lit', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Extincteur']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Extérieur': ['Chaises longues']}, {'Parking et installations': ['Stationnement gratuit dans la rue', 'Piscine', 'Ascenseur']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', ""Personnel de l'immeuble"", 'Ménage disponible pendant le séjour']}]"
id,url,description,title,overview,items,amenities
1734257725764068164,https://fr.airbnb.com/rooms/1734257725764068164,"Le studio est situé dans une résidence sécurisée et moderne et a été soigneusement meublé avec du mobilier et des équipements neufs pour vous assurer un séjour agréable. Les caractéristiques comprennent :<br /><br />• Wi-Fi haute vitesse<br />• Air climatisée<br />• Eau chaude illimitée<br />• Cuisine entièrement équipée ;<br />• Lit confortable et linge de maison haut de gamme<br />• TV connectée<br />• Salle de bain moderne<br />• Immeuble sécurisé avec ascenseur<br /><br />Que vous soyez à Casablanca pour le travail ou pour les loisirs, ce studio confortable et élégant offre tout ce dont vous avez besoin pour une journée de détente.",5 # Sunshine Urban Loft | Expérience studio moderne,"Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Cafetière']}]"
id,url,description,title,overview,items,amenities
1736310647145180279,https://fr.airbnb.com/rooms/1736310647145180279,"Welcome to Goodmove Apart Hotel, where the comfort of home meets the services of a hotel.<br /><br />This beautifully designed 1-bedroom apartment comfortably accommodates up to 4 guests. It features a cozy bedroom with a queen-size bed and a bright living room with a comfortable sofa bed, making it ideal for couples, families, friends, or business travelers.<br /><br />Enjoy a fully equipped kitchen, a modern bathroom, and a private balcony the perfect spot to unwind after a day in the city.",Appartement d'une chambre avec balcon à Maarif Casablanca,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière', 'Four', 'Verres à vin', 'Compacteur de déchets']}, {'Parking et installations': ['Ascenseur']}, {'Services': ['Animaux acceptés']}]"
id,url,title,description,overview,items,amenities
1637972302671336586,https://fr.airbnb.com/rooms/1637972302671336586,Confort et design,"Logement moderne et confortable à Ain Diab, idéal pour profiter de Casablanca à deux pas de la corniche, des plages et des restaurants.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Bidet', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Coffre-fort', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Lit pour bébé', 'Lit parapluie']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Compacteur de déchets', 'Café']}, {'Extérieur': [""Mobilier d'extérieur"", 'Espace repas en plein air', 'Barbecue']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur', ""Stationnement payant à l'extérieur de la propriété"", 'Stationnement payant sur place']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure numérique', 'Ménage disponible pendant le séjour']}]"
id,url,description,title,overview,items,amenities
